Id,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season
1454,2004-11-27,2.0,11.0,0.0,2.0,A,0.0,1.0,A,11.0,12.0,17.0,6.0,4.0,9.0,13.0,6.0,6.0,2.0,1.0,1.0,0.0,Ses2004/2005
1455,2004-11-27,3.0,0.0,2.0,0.0,H,2.0,0.0,H,5.0,11.0,7.0,6.0,3.0,14.0,19.0,8.0,8.0,1.0,1.0,0.0,1.0,Ses2004/2005
1456,2004-11-27,22.0,34.0,2.0,2.0,D,0.0,0.0,D,38.0,15.0,11.0,8.0,8.0,7.0,11.0,4.0,8.0,0.0,3.0,0.0,0.0,Ses2004/2005
1457,2004-11-27,17.0,14.0,0.0,3.0,A,0.0,0.0,D,18.0,3.0,18.0,2.0,9.0,13.0,11.0,1.0,8.0,0.0,0.0,0.0,0.0,Ses2004/2005
1458,2004-11-28,13.0,8.0,2.0,1.0,H,1.0,0.0,H,8.0,11.0,3.0,7.0,2.0,6.0,16.0,6.0,0.0,0.0,2.0,0.0,0.0,Ses2004/2005
1459,2004-11-28,15.0,1.0,1.0,1.0,D,1.0,0.0,H,26.0,19.0,7.0,9.0,3.0,14.0,19.0,8.0,4.0,1.0,3.0,0.0,0.0,Ses2004/2005
1460,2004-11-28,16.0,4.0,2.0,0.0,H,0.0,0.0,D,32.0,14.0,8.0,9.0,3.0,11.0,13.0,5.0,7.0,1.0,2.0,0.0,1.0,Ses2004/2005
1461,2004-12-04,8.0,10.0,3.0,0.0,H,1.0,0.0,H,3.0,7.0,2.0,4.0,1.0,7.0,15.0,4.0,2.0,0.0,1.0,0.0,0.0,Ses2004/2005
1462,2004-12-04,0.0,13.0,1.0,1.0,D,1.0,1.0,D,17.0,3.0,12.0,2.0,7.0,10.0,10.0,3.0,9.0,1.0,0.0,0.0,0.0,Ses2004/2005
1463,2004-12-04,11.0,16.0,0.0,1.0,A,0.0,0.0,D,20.0,12.0,10.0,7.0,8.0,11.0,11.0,7.0,5.0,3.0,1.0,0.0,0.0,Ses2004/2005
1464,2004-12-04,19.0,15.0,4.0,0.0,H,0.0,0.0,D,11.0,14.0,9.0,9.0,5.0,12.0,15.0,3.0,2.0,1.0,2.0,0.0,0.0,Ses2004/2005
1465,2004-12-04,1.0,18.0,3.0,2.0,H,1.0,1.0,D,52.0,12.0,10.0,3.0,6.0,14.0,18.0,4.0,4.0,0.0,3.0,0.0,0.0,Ses2004/2005
1466,2004-12-04,14.0,22.0,3.0,0.0,H,0.0,0.0,D,65.0,34.0,4.0,14.0,0.0,5.0,10.0,16.0,2.0,0.0,1.0,0.0,0.0,Ses2004/2005
1467,2004-12-04,23.0,2.0,0.0,1.0,A,0.0,1.0,A,8.0,10.0,15.0,4.0,9.0,22.0,22.0,5.0,4.0,1.0,3.0,0.0,0.0,Ses2004/2005
1468,2004-12-04,5.0,17.0,3.0,2.0,H,1.0,2.0,A,38.0,14.0,10.0,10.0,4.0,14.0,14.0,8.0,3.0,0.0,2.0,0.0,0.0,Ses2004/2005
1469,2004-12-05,34.0,12.0,0.0,1.0,A,0.0,0.0,D,1.0,5.0,11.0,3.0,7.0,16.0,14.0,5.0,3.0,2.0,3.0,0.0,0.0,Ses2004/2005
1470,2004-12-06,4.0,3.0,3.0,2.0,H,1.0,1.0,D,51.0,11.0,9.0,7.0,6.0,14.0,18.0,6.0,4.0,0.0,3.0,0.0,0.0,Ses2004/2005
1471,2004-12-11,34.0,11.0,0.0,0.0,D,0.0,0.0,D,8.0,8.0,16.0,1.0,8.0,19.0,20.0,2.0,1.0,3.0,3.0,0.0,1.0,Ses2004/2005
1472,2004-12-11,1.0,13.0,1.0,0.0,H,0.0,0.0,D,18.0,6.0,16.0,2.0,5.0,12.0,14.0,2.0,7.0,2.0,3.0,0.0,0.0,Ses2004/2005
1473,2004-12-11,3.0,16.0,0.0,1.0,A,0.0,0.0,D,3.0,8.0,5.0,3.0,2.0,8.0,9.0,6.0,2.0,1.0,2.0,0.0,0.0,Ses2004/2005
1474,2004-12-11,15.0,5.0,1.0,1.0,D,1.0,1.0,D,5.0,15.0,6.0,2.0,3.0,12.0,15.0,6.0,2.0,1.0,2.0,0.0,0.0,Ses2004/2005
1475,2004-12-11,23.0,18.0,3.0,2.0,H,1.0,2.0,A,65.0,9.0,4.0,4.0,3.0,10.0,26.0,4.0,4.0,1.0,3.0,0.0,0.0,Ses2004/2005
1476,2004-12-11,22.0,4.0,2.0,2.0,D,1.0,0.0,H,26.0,16.0,15.0,5.0,7.0,11.0,12.0,4.0,6.0,1.0,1.0,0.0,0.0,Ses2004/2005
1477,2004-12-11,17.0,12.0,0.0,1.0,A,0.0,1.0,A,37.0,7.0,8.0,4.0,2.0,16.0,13.0,6.0,6.0,0.0,0.0,0.0,0.0,Ses2004/2005
1478,2004-12-12,8.0,19.0,2.0,2.0,D,2.0,1.0,H,51.0,10.0,10.0,5.0,5.0,11.0,17.0,4.0,6.0,1.0,3.0,0.0,0.0,Ses2004/2005
1479,2004-12-12,0.0,10.0,1.0,2.0,A,0.0,2.0,A,39.0,9.0,9.0,3.0,5.0,9.0,28.0,6.0,0.0,2.0,4.0,0.0,0.0,Ses2004/2005
1480,2004-12-13,2.0,14.0,1.0,1.0,D,0.0,1.0,A,32.0,7.0,14.0,3.0,6.0,15.0,11.0,6.0,7.0,2.0,1.0,0.0,0.0,Ses2004/2005
1481,2004-12-14,13.0,5.0,1.0,1.0,D,0.0,0.0,D,24.0,12.0,7.0,7.0,4.0,6.0,9.0,6.0,4.0,0.0,0.0,0.0,0.0,Ses2004/2005
1482,2004-12-18,10.0,17.0,4.0,0.0,H,3.0,0.0,H,5.0,7.0,11.0,5.0,9.0,14.0,20.0,2.0,2.0,0.0,4.0,0.0,0.0,Ses2004/2005
1483,2004-12-18,11.0,1.0,0.0,0.0,D,0.0,0.0,D,17.0,13.0,5.0,9.0,2.0,25.0,21.0,7.0,3.0,1.0,2.0,0.0,0.0,Ses2004/2005
1484,2004-12-18,18.0,3.0,0.0,1.0,A,0.0,0.0,D,31.0,14.0,6.0,6.0,2.0,17.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,Ses2004/2005
1485,2004-12-18,19.0,23.0,4.0,0.0,H,3.0,0.0,H,20.0,12.0,1.0,8.0,0.0,12.0,11.0,7.0,3.0,0.0,0.0,0.0,0.0,Ses2004/2005
1486,2004-12-18,14.0,34.0,5.0,2.0,H,2.0,1.0,H,39.0,19.0,4.0,14.0,3.0,12.0,8.0,15.0,3.0,0.0,1.0,0.0,0.0,Ses2004/2005
1487,2004-12-18,4.0,0.0,3.0,0.0,H,1.0,0.0,H,57.0,9.0,14.0,8.0,6.0,6.0,18.0,5.0,6.0,0.0,1.0,0.0,0.0,Ses2004/2005
1488,2004-12-18,16.0,22.0,5.0,1.0,H,3.0,0.0,H,32.0,18.0,7.0,12.0,4.0,9.0,13.0,6.0,3.0,0.0,2.0,0.0,0.0,Ses2004/2005
1489,2004-12-19,13.0,15.0,3.0,1.0,H,2.0,1.0,H,51.0,15.0,7.0,5.0,3.0,12.0,19.0,5.0,5.0,0.0,3.0,0.0,1.0,Ses2004/2005
1490,2004-12-19,5.0,8.0,0.0,1.0,A,0.0,0.0,D,52.0,11.0,13.0,5.0,5.0,13.0,9.0,5.0,7.0,0.0,1.0,0.0,0.0,Ses2004/2005
1491,2004-12-20,12.0,2.0,2.0,1.0,H,1.0,0.0,H,18.0,8.0,6.0,5.0,4.0,14.0,16.0,5.0,3.0,1.0,2.0,0.0,0.0,Ses2004/2005
1492,2004-12-26,8.0,2.0,2.0,0.0,H,1.0,0.0,H,65.0,11.0,2.0,8.0,1.0,12.0,9.0,7.0,6.0,1.0,2.0,0.0,0.0,Ses2004/2005
1493,2004-12-26,10.0,4.0,2.0,0.0,H,2.0,0.0,H,18.0,11.0,9.0,10.0,6.0,17.0,9.0,5.0,3.0,1.0,0.0,0.0,0.0,Ses2004/2005
1494,2004-12-26,11.0,15.0,2.0,2.0,D,1.0,2.0,A,1.0,21.0,5.0,11.0,3.0,18.0,19.0,7.0,5.0,1.0,2.0,0.0,0.0,Ses2004/2005
1495,2004-12-26,19.0,0.0,1.0,0.0,H,1.0,0.0,H,38.0,14.0,9.0,7.0,7.0,12.0,13.0,6.0,3.0,3.0,3.0,0.0,0.0,Ses2004/2005
1496,2004-12-26,34.0,5.0,0.0,1.0,A,0.0,0.0,D,26.0,18.0,11.0,10.0,6.0,10.0,14.0,9.0,7.0,0.0,2.0,0.0,0.0,Ses2004/2005
1497,2004-12-26,1.0,3.0,2.0,1.0,H,1.0,1.0,D,32.0,9.0,10.0,6.0,6.0,14.0,21.0,4.0,4.0,1.0,2.0,0.0,1.0,Ses2004/2005
1498,2004-12-26,14.0,18.0,2.0,0.0,H,1.0,0.0,H,3.0,14.0,8.0,7.0,1.0,12.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,Ses2004/2005
1499,2004-12-26,23.0,16.0,0.0,2.0,A,0.0,0.0,D,5.0,13.0,16.0,8.0,9.0,11.0,9.0,10.0,8.0,1.0,0.0,0.0,0.0,Ses2004/2005
1500,2004-12-26,22.0,12.0,0.0,0.0,D,0.0,0.0,D,39.0,12.0,15.0,4.0,5.0,7.0,12.0,5.0,11.0,1.0,0.0,0.0,0.0,Ses2004/2005
1501,2004-12-26,17.0,13.0,0.0,5.0,A,0.0,1.0,A,11.0,2.0,16.0,1.0,8.0,12.0,13.0,4.0,11.0,0.0,0.0,1.0,0.0,Ses2004/2005
1502,2004-12-28,0.0,14.0,0.0,1.0,A,0.0,1.0,A,51.0,8.0,15.0,6.0,7.0,14.0,10.0,6.0,9.0,0.0,3.0,0.0,0.0,Ses2004/2005
1503,2004-12-28,18.0,11.0,0.0,1.0,A,0.0,1.0,A,11.0,13.0,7.0,5.0,5.0,13.0,10.0,5.0,1.0,2.0,2.0,0.0,0.0,Ses2004/2005
1504,2004-12-28,12.0,1.0,2.0,0.0,H,0.0,0.0,D,5.0,12.0,5.0,8.0,3.0,13.0,11.0,8.0,2.0,0.0,0.0,0.0,1.0,Ses2004/2005
1505,2004-12-28,2.0,10.0,2.0,3.0,A,1.0,2.0,A,24.0,10.0,6.0,7.0,5.0,9.0,13.0,7.0,3.0,1.0,0.0,0.0,0.0,Ses2004/2005
1506,2004-12-28,13.0,22.0,1.0,0.0,H,1.0,0.0,H,17.0,19.0,3.0,11.0,2.0,6.0,12.0,7.0,3.0,0.0,3.0,0.0,0.0,Ses2004/2005
1507,2004-12-28,3.0,17.0,1.0,1.0,D,1.0,0.0,H,57.0,11.0,0.0,4.0,0.0,7.0,10.0,11.0,0.0,0.0,0.0,0.0,1.0,Ses2004/2005
1508,2004-12-28,4.0,23.0,2.0,0.0,H,0.0,0.0,D,52.0,17.0,10.0,11.0,2.0,13.0,10.0,8.0,4.0,1.0,1.0,0.0,0.0,Ses2004/2005
1509,2004-12-28,5.0,19.0,0.0,2.0,A,0.0,0.0,D,8.0,4.0,12.0,2.0,9.0,12.0,15.0,5.0,4.0,1.0,3.0,0.0,0.0,Ses2004/2005
1510,2004-12-28,16.0,34.0,1.0,1.0,D,0.0,0.0,D,31.0,17.0,11.0,14.0,7.0,10.0,15.0,5.0,6.0,1.0,0.0,0.0,0.0,Ses2004/2005
1511,2004-12-29,15.0,8.0,0.0,1.0,A,0.0,1.0,A,18.0,9.0,13.0,5.0,6.0,10.0,21.0,4.0,8.0,1.0,4.0,0.0,0.0,Ses2004/2005
1512,2005-01-01,0.0,11.0,1.0,0.0,H,0.0,0.0,D,52.0,11.0,9.0,3.0,4.0,9.0,9.0,6.0,7.0,1.0,0.0,0.0,0.0,Ses2004/2005
1513,2005-01-01,18.0,17.0,1.0,1.0,D,0.0,1.0,A,20.0,25.0,11.0,15.0,7.0,13.0,15.0,7.0,3.0,0.0,1.0,0.0,0.0,Ses2004/2005
1514,2005-01-01,12.0,8.0,1.0,3.0,A,1.0,1.0,D,17.0,7.0,8.0,4.0,5.0,13.0,15.0,1.0,2.0,1.0,1.0,0.0,0.0,Ses2004/2005
1515,2005-01-01,2.0,34.0,3.0,1.0,H,1.0,1.0,D,3.0,12.0,7.0,6.0,3.0,11.0,18.0,4.0,2.0,1.0,3.0,0.0,0.0,Ses2004/2005
1516,2005-01-01,13.0,19.0,0.0,1.0,A,0.0,0.0,D,5.0,14.0,8.0,7.0,7.0,14.0,16.0,3.0,2.0,2.0,2.0,0.0,0.0,Ses2004/2005
1517,2005-01-01,3.0,22.0,2.0,1.0,H,2.0,0.0,H,37.0,15.0,6.0,8.0,1.0,12.0,9.0,9.0,8.0,0.0,0.0,0.0,0.0,Ses2004/2005
1518,2005-01-01,4.0,14.0,0.0,2.0,A,0.0,1.0,A,8.0,6.0,13.0,2.0,7.0,13.0,9.0,10.0,4.0,1.0,0.0,0.0,0.0,Ses2004/2005
1519,2005-01-01,15.0,10.0,2.0,1.0,H,2.0,0.0,H,11.0,8.0,10.0,4.0,8.0,8.0,14.0,6.0,5.0,1.0,2.0,0.0,0.0,Ses2004/2005
1520,2005-01-01,5.0,23.0,1.0,1.0,D,0.0,1.0,A,32.0,14.0,6.0,6.0,5.0,13.0,6.0,7.0,5.0,3.0,0.0,0.0,1.0,Ses2004/2005
1521,2005-01-01,16.0,1.0,5.0,2.0,H,2.0,1.0,H,39.0,14.0,6.0,12.0,3.0,8.0,13.0,6.0,4.0,0.0,0.0,0.0,0.0,Ses2004/2005
1522,2005-01-03,11.0,12.0,1.0,0.0,H,1.0,0.0,H,8.0,16.0,9.0,11.0,6.0,11.0,14.0,6.0,8.0,2.0,3.0,0.0,0.0,Ses2004/2005
1523,2005-01-03,34.0,0.0,2.0,0.0,H,1.0,0.0,H,57.0,14.0,12.0,9.0,6.0,8.0,14.0,7.0,7.0,2.0,3.0,0.0,0.0,Ses2004/2005
1524,2005-01-03,23.0,13.0,1.0,2.0,A,0.0,0.0,D,52.0,7.0,11.0,4.0,6.0,16.0,19.0,5.0,2.0,2.0,3.0,0.0,0.0,Ses2004/2005
1525,2005-01-03,17.0,15.0,0.0,0.0,D,0.0,0.0,D,26.0,8.0,12.0,5.0,7.0,9.0,7.0,1.0,6.0,2.0,0.0,0.0,0.0,Ses2004/2005
1526,2005-01-04,8.0,3.0,1.0,1.0,D,0.0,1.0,A,11.0,13.0,5.0,9.0,4.0,10.0,13.0,12.0,5.0,3.0,3.0,0.0,0.0,Ses2004/2005
1527,2005-01-04,10.0,18.0,1.0,2.0,A,0.0,1.0,A,31.0,14.0,11.0,8.0,6.0,12.0,12.0,6.0,5.0,2.0,2.0,0.0,0.0,Ses2004/2005
1528,2005-01-04,19.0,4.0,2.0,0.0,H,2.0,0.0,H,18.0,14.0,2.0,10.0,1.0,15.0,9.0,4.0,3.0,2.0,1.0,0.0,0.0,Ses2004/2005
1529,2005-01-04,1.0,5.0,2.0,1.0,H,1.0,1.0,D,38.0,17.0,9.0,7.0,6.0,5.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,Ses2004/2005
1530,2005-01-04,14.0,16.0,0.0,0.0,D,0.0,0.0,D,24.0,23.0,7.0,16.0,5.0,11.0,13.0,8.0,2.0,1.0,2.0,0.0,0.0,Ses2004/2005
1531,2005-01-05,22.0,2.0,3.0,3.0,D,2.0,2.0,D,51.0,8.0,12.0,5.0,7.0,16.0,16.0,2.0,10.0,2.0,2.0,0.0,0.0,Ses2004/2005
1532,2005-01-15,0.0,23.0,3.0,0.0,H,2.0,0.0,H,5.0,22.0,7.0,10.0,1.0,15.0,12.0,7.0,5.0,0.0,0.0,0.0,0.0,Ses2004/2005
1533,2005-01-15,18.0,8.0,1.0,0.0,H,1.0,0.0,H,24.0,9.0,11.0,3.0,7.0,8.0,8.0,8.0,7.0,2.0,1.0,0.0,0.0,Ses2004/2005
1534,2005-01-15,12.0,10.0,3.0,1.0,H,1.0,0.0,H,37.0,10.0,10.0,6.0,6.0,11.0,10.0,4.0,4.0,0.0,2.0,0.0,0.0,Ses2004/2005
1535,2005-01-15,13.0,14.0,0.0,1.0,A,0.0,1.0,A,18.0,13.0,5.0,5.0,2.0,12.0,25.0,9.0,4.0,2.0,4.0,0.0,1.0,Ses2004/2005
1536,2005-01-15,3.0,34.0,3.0,1.0,H,2.0,1.0,H,54.0,16.0,7.0,9.0,2.0,10.0,11.0,7.0,7.0,2.0,1.0,0.0,0.0,Ses2004/2005
1537,2005-01-15,15.0,22.0,2.0,1.0,H,2.0,1.0,H,31.0,22.0,9.0,17.0,6.0,12.0,20.0,14.0,4.0,0.0,2.0,0.0,0.0,Ses2004/2005
1538,2005-01-15,5.0,11.0,0.0,1.0,A,0.0,0.0,D,57.0,11.0,14.0,1.0,6.0,13.0,23.0,5.0,6.0,2.0,6.0,2.0,0.0,Ses2004/2005
1539,2005-01-15,16.0,19.0,0.0,2.0,A,0.0,1.0,A,51.0,12.0,12.0,4.0,5.0,14.0,12.0,4.0,7.0,2.0,4.0,0.0,0.0,Ses2004/2005
1540,2005-01-16,2.0,17.0,1.0,0.0,H,0.0,0.0,D,38.0,8.0,7.0,4.0,6.0,12.0,12.0,7.0,5.0,3.0,1.0,0.0,0.0,Ses2004/2005
1541,2005-01-16,4.0,1.0,1.0,1.0,D,1.0,0.0,H,3.0,18.0,13.0,12.0,5.0,12.0,10.0,9.0,6.0,1.0,2.0,0.0,0.0,Ses2004/2005
1542,2005-01-22,10.0,2.0,1.0,2.0,A,0.0,0.0,D,32.0,8.0,6.0,5.0,3.0,16.0,11.0,5.0,3.0,1.0,3.0,0.0,0.0,Ses2004/2005
1543,2005-01-22,19.0,5.0,3.0,0.0,H,3.0,0.0,H,5.0,14.0,9.0,9.0,5.0,2.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0,Ses2004/2005
1544,2005-01-22,34.0,16.0,3.0,0.0,H,0.0,0.0,D,37.0,8.0,12.0,7.0,6.0,9.0,14.0,5.0,4.0,1.0,2.0,0.0,0.0,Ses2004/2005
1545,2005-01-22,1.0,12.0,0.0,1.0,A,0.0,1.0,A,52.0,12.0,4.0,7.0,3.0,13.0,10.0,9.0,5.0,1.0,2.0,0.0,0.0,Ses2004/2005
1546,2005-01-22,14.0,0.0,3.0,1.0,H,1.0,0.0,H,17.0,18.0,10.0,11.0,6.0,11.0,21.0,4.0,2.0,2.0,5.0,0.0,0.0,Ses2004/2005
1547,2005-01-22,23.0,4.0,4.0,4.0,D,1.0,1.0,D,1.0,17.0,22.0,9.0,15.0,11.0,16.0,5.0,8.0,0.0,3.0,0.0,0.0,Ses2004/2005
1548,2005-01-22,22.0,13.0,2.0,0.0,H,2.0,0.0,H,8.0,11.0,11.0,7.0,2.0,10.0,12.0,6.0,3.0,1.0,2.0,0.0,0.0,Ses2004/2005
1549,2005-01-22,17.0,3.0,2.0,0.0,H,1.0,0.0,H,51.0,13.0,11.0,6.0,5.0,9.0,12.0,3.0,11.0,2.0,0.0,0.0,0.0,Ses2004/2005
1550,2005-01-23,8.0,15.0,1.0,0.0,H,1.0,0.0,H,39.0,13.0,4.0,8.0,1.0,17.0,19.0,11.0,1.0,2.0,3.0,0.0,0.0,Ses2004/2005
1551,2005-01-24,11.0,18.0,0.0,1.0,A,0.0,0.0,D,18.0,9.0,6.0,4.0,3.0,16.0,19.0,7.0,7.0,1.0,4.0,0.0,0.0,Ses2004/2005
1552,2005-02-01,8.0,14.0,2.0,4.0,A,2.0,1.0,H,51.0,11.0,10.0,10.0,9.0,20.0,16.0,6.0,7.0,2.0,4.0,0.0,1.0,Ses2004/2005
1553,2005-02-01,18.0,16.0,3.0,1.0,H,0.0,0.0,D,20.0,15.0,11.0,9.0,5.0,9.0,17.0,4.0,6.0,0.0,2.0,0.0,1.0,Ses2004/2005
1554,2005-02-01,12.0,13.0,1.0,2.0,A,1.0,0.0,H,26.0,4.0,19.0,3.0,7.0,11.0,15.0,3.0,7.0,0.0,0.0,0.0,0.0,Ses2004/2005
1555,2005-02-01,5.0,4.0,2.0,1.0,H,1.0,1.0,D,27.0,14.0,9.0,5.0,2.0,9.0,8.0,9.0,5.0,1.0,2.0,0.0,0.0,Ses2004/2005
1556,2005-02-01,17.0,34.0,2.0,2.0,D,0.0,0.0,D,3.0,12.0,4.0,7.0,4.0,17.0,11.0,8.0,4.0,1.0,0.0,0.0,1.0,Ses2004/2005
1557,2005-02-02,10.0,22.0,2.0,1.0,H,2.0,0.0,H,38.0,12.0,6.0,4.0,3.0,11.0,18.0,8.0,1.0,0.0,2.0,0.0,0.0,Ses2004/2005
1558,2005-02-02,11.0,19.0,0.0,1.0,A,0.0,1.0,A,31.0,11.0,6.0,2.0,3.0,24.0,15.0,4.0,4.0,2.0,2.0,0.0,0.0,Ses2004/2005
1559,2005-02-02,1.0,23.0,1.0,0.0,H,0.0,0.0,D,8.0,18.0,11.0,4.0,6.0,12.0,16.0,3.0,3.0,1.0,0.0,0.0,0.0,Ses2004/2005
1560,2005-02-02,2.0,0.0,1.0,1.0,D,0.0,0.0,D,37.0,12.0,12.0,3.0,2.0,12.0,17.0,4.0,8.0,1.0,3.0,0.0,0.0,Ses2004/2005
1561,2005-02-02,3.0,15.0,1.0,1.0,D,0.0,1.0,A,57.0,5.0,3.0,1.0,1.0,11.0,18.0,3.0,1.0,2.0,3.0,0.0,0.0,Ses2004/2005
1562,2005-02-05,0.0,8.0,1.0,3.0,A,0.0,3.0,A,18.0,5.0,15.0,1.0,6.0,13.0,11.0,5.0,2.0,2.0,0.0,0.0,0.0,Ses2004/2005
1563,2005-02-05,34.0,18.0,0.0,1.0,A,0.0,1.0,A,51.0,17.0,9.0,7.0,6.0,16.0,10.0,6.0,4.0,0.0,1.0,0.0,0.0,Ses2004/2005
1564,2005-02-05,13.0,2.0,3.0,1.0,H,1.0,1.0,D,11.0,10.0,6.0,7.0,2.0,12.0,13.0,4.0,3.0,1.0,4.0,0.0,0.0,Ses2004/2005
1565,2005-02-05,14.0,10.0,2.0,0.0,H,0.0,0.0,D,3.0,17.0,7.0,11.0,1.0,10.0,16.0,5.0,2.0,1.0,3.0,0.0,0.0,Ses2004/2005
1566,2005-02-05,4.0,11.0,1.0,0.0,H,1.0,0.0,H,5.0,13.0,6.0,7.0,3.0,14.0,10.0,8.0,10.0,1.0,2.0,1.0,0.0,Ses2004/2005
1567,2005-02-05,15.0,12.0,1.0,1.0,D,0.0,0.0,D,17.0,21.0,8.0,10.0,2.0,10.0,12.0,7.0,2.0,1.0,1.0,0.0,0.0,Ses2004/2005
1568,2005-02-05,23.0,17.0,3.0,2.0,H,1.0,1.0,D,37.0,13.0,15.0,7.0,8.0,18.0,13.0,3.0,3.0,0.0,3.0,0.0,0.0,Ses2004/2005
1569,2005-02-05,16.0,5.0,3.0,1.0,H,1.0,1.0,D,39.0,18.0,6.0,10.0,3.0,10.0,8.0,9.0,2.0,0.0,0.0,0.0,0.0,Ses2004/2005
1570,2005-02-06,19.0,3.0,0.0,0.0,D,0.0,0.0,D,52.0,11.0,5.0,8.0,2.0,9.0,11.0,7.0,1.0,2.0,1.0,0.0,0.0,Ses2004/2005
1571,2005-02-06,22.0,1.0,2.0,2.0,D,1.0,1.0,D,57.0,21.0,8.0,9.0,4.0,15.0,11.0,8.0,3.0,0.0,2.0,0.0,0.0,Ses2004/2005
1572,2005-02-12,10.0,13.0,2.0,0.0,H,2.0,0.0,H,52.0,5.0,6.0,3.0,2.0,16.0,10.0,10.0,4.0,2.0,0.0,0.0,0.0,Ses2004/2005
1573,2005-02-12,11.0,23.0,3.0,0.0,H,2.0,0.0,H,39.0,18.0,9.0,13.0,6.0,15.0,14.0,12.0,3.0,2.0,1.0,0.0,0.0,Ses2004/2005
1574,2005-02-12,18.0,4.0,0.0,0.0,D,0.0,0.0,D,8.0,13.0,5.0,8.0,2.0,11.0,15.0,3.0,2.0,0.0,1.0,0.0,0.0,Ses2004/2005
1575,2005-02-12,1.0,19.0,0.0,1.0,A,0.0,0.0,D,5.0,4.0,25.0,2.0,11.0,14.0,9.0,3.0,9.0,1.0,2.0,1.0,0.0,Ses2004/2005
1576,2005-02-12,5.0,0.0,1.0,2.0,A,1.0,1.0,D,3.0,9.0,6.0,3.0,4.0,14.0,22.0,6.0,3.0,2.0,1.0,0.0,0.0,Ses2004/2005
1577,2005-02-13,3.0,14.0,0.0,2.0,A,0.0,0.0,D,18.0,9.0,10.0,3.0,3.0,9.0,14.0,4.0,6.0,2.0,3.0,0.0,0.0,Ses2004/2005
1578,2005-02-14,8.0,34.0,5.0,1.0,H,3.0,0.0,H,11.0,17.0,6.0,12.0,3.0,8.0,17.0,5.0,1.0,1.0,2.0,0.0,0.0,Ses2004/2005
1579,2005-02-22,17.0,22.0,0.0,0.0,D,0.0,0.0,D,5.0,9.0,11.0,4.0,7.0,15.0,15.0,7.0,3.0,2.0,3.0,0.0,0.0,Ses2004/2005
1580,2005-02-26,0.0,1.0,1.0,3.0,A,0.0,1.0,A,51.0,9.0,15.0,6.0,9.0,22.0,17.0,3.0,7.0,3.0,0.0,0.0,0.0,Ses2004/2005
1581,2005-02-26,34.0,10.0,2.0,0.0,H,1.0,0.0,H,32.0,8.0,9.0,2.0,5.0,23.0,15.0,4.0,7.0,3.0,3.0,0.0,0.0,Ses2004/2005
1582,2005-02-26,14.0,5.0,2.0,1.0,H,1.0,0.0,H,17.0,13.0,8.0,6.0,4.0,15.0,15.0,4.0,3.0,1.0,2.0,0.0,0.0,Ses2004/2005
1583,2005-02-26,22.0,8.0,1.0,1.0,D,0.0,1.0,A,8.0,10.0,17.0,3.0,12.0,9.0,13.0,3.0,5.0,1.0,1.0,1.0,1.0,Ses2004/2005
1584,2005-02-26,16.0,2.0,2.0,0.0,H,0.0,0.0,D,26.0,18.0,8.0,8.0,5.0,6.0,13.0,13.0,2.0,0.0,1.0,0.0,0.0,Ses2004/2005
1585,2005-02-27,4.0,12.0,2.0,2.0,D,0.0,1.0,A,5.0,21.0,5.0,18.0,2.0,10.0,15.0,10.0,1.0,0.0,3.0,0.0,0.0,Ses2004/2005
1586,2005-02-27,15.0,18.0,2.0,1.0,H,1.0,1.0,D,39.0,14.0,4.0,9.0,2.0,12.0,19.0,6.0,3.0,0.0,2.0,0.0,0.0,Ses2004/2005
1587,2005-02-28,23.0,3.0,2.0,3.0,A,2.0,2.0,D,11.0,5.0,17.0,4.0,10.0,12.0,7.0,3.0,12.0,2.0,2.0,1.0,0.0,Ses2004/2005
1588,2005-03-05,8.0,5.0,3.0,0.0,H,1.0,0.0,H,37.0,11.0,5.0,6.0,2.0,12.0,15.0,7.0,3.0,0.0,2.0,0.0,0.0,Ses2004/2005
1589,2005-03-05,0.0,4.0,2.0,0.0,H,0.0,0.0,D,11.0,8.0,5.0,4.0,1.0,8.0,6.0,5.0,4.0,1.0,2.0,0.0,0.0,Ses2004/2005
1590,2005-03-05,34.0,14.0,0.0,0.0,D,0.0,0.0,D,24.0,2.0,16.0,1.0,9.0,12.0,9.0,2.0,7.0,5.0,4.0,1.0,0.0,Ses2004/2005
1591,2005-03-05,2.0,12.0,0.0,0.0,D,0.0,0.0,D,18.0,10.0,9.0,5.0,6.0,9.0,12.0,5.0,5.0,3.0,2.0,0.0,0.0,Ses2004/2005
1592,2005-03-05,15.0,13.0,1.0,0.0,H,0.0,0.0,D,52.0,13.0,6.0,4.0,3.0,11.0,16.0,5.0,4.0,2.0,2.0,0.0,0.0,Ses2004/2005
1593,2005-03-05,23.0,19.0,1.0,3.0,A,0.0,1.0,A,17.0,8.0,23.0,5.0,13.0,14.0,15.0,7.0,7.0,1.0,2.0,0.0,0.0,Ses2004/2005
